htid,year,bib_fmt,stratum,title,description
uc1.b4582177,1979,BK,book,"Browning's trumpeter : the correspondence of Robert Browning and Frederick J. Furnivall, 1872-1889 / edited by William S. Peterson.",
mdp.39015013346435,1979,BK,book,"Browning's trumpeter : the correspondence of Robert Browning and Frederick J. Furnivall, 1872-1889 / edited by William S. Peterson.",
uc1.b4937897,1977,BK,book,Browning's youth / John Maynard.,
mdp.39076005235853,1977,BK,book,Browning's youth / John Maynard.,
mdp.39015010529447,1932,BK,book,"Browning, background and conflict / [by] F. R. G. Duckworth, with a prefatory word by William Lyon Phelps.",
nyp.33333219776040,1961,BK,book,"Browning, world's greatest gunmaker. With sketches by the author.",
inu.32000006218525,1960,BK,book,"Browning. Selected, with an introd. and notes, by Reed Whittemore.",
mdp.39015000350515,1966,BK,book,Browning: background and conflict / [by] F.R.G. Duckworth. With a prefatory word by William Lyon Phelps.,
mdp.39015001449878,1970,BK,book,Browning: the critical heritage / Edited by Boyd Litzinger and Donald Smalley.,
wu.89038491783,1975,BK,book,"Build your own playground! A sourcebook of play sculptures, designs, and concepts from the work of Jay Beckwith. Photos. by Suzanne Arms. Drawings by Susan Colton.",
mdp.39015030947066,1960,BK,book,Burma rifles; a story of Merrill's Marauders.,
nyp.33433062537422,1951,BK,book,"Canby, Shipley, Lea, Roberts, Price, Bradford, Du Pont, Boden, Newkirk.",
uc1.$b727315,1940,BK,book,"Captain Lee Hall of Texas, by Dora Neill Raymond; with illus. by Louis Lundean and Frederic Remington.",
mdp.39015002418278,1975,BK,book,"Cardiac arrhythmias : the modern electrophysiological approach / edited by Dennis M. Krikler, John F. Goodwin ; contributors, J. Coltart [and others].",
mdp.39015028123738,1976,BK,book,Carl H. Milam and the United Nations Library / edited and with an introd. by Doris Cruger Dale.,
mdp.39015036878174,1976,BK,book,Carl H. Milam and the United Nations Library / edited and with an introd. by Doris Cruger Dale.,
nyp.33433009109145,1950,BK,book,"Cartridge identification, by Henry P. White and Burton D. Munhall; drawings by Henry P. White.",
pst.000044813390,1967,BK,book,Cartridges for collectors / by Fred A. Datig.,v.1
pst.000044813413,1967,BK,book,Cartridges for collectors / by Fred A. Datig.,v.2
pst.000044813383,1967,BK,book,Cartridges for collectors / by Fred A. Datig.,v.3
nyp.33433006950129,1948,BK,book,"Cartridges, a pictorial digest of small arms ammunition, by Herschel C. Logan.",
mdp.39015008462114,1977,BK,book,Casa Guidi windows / Elizabeth Barrett Browning ; edited with an introd. by Julia Markus.,
uc1.$b100455,1969,BK,book,"Cases and materials on criminal law and its procedures, by Frank J. Remington",
mdp.39015005375046,1968,BK,book,Cataloging nonprint materials in the Alexis I. duPont Special School District / [by] Kathryn S. Howie [and others].,
mdp.39015030948171,1966,BK,book,Catalogue of the Browning collection / compiled by Warner Barnes.,
coo.31924032876173,1965,BK,book,"Cavalry tactics : single rank formations and skirmish drill for mounted rifles. For the instruction of the forces of the Confederate States, in the Department of Indian Territory.",
umn.31951t00251349k,1948,BK,book,Center fire metric pistol and revolver cartridges / by Henry P. White and Burton D. Munhall ; drawings by Henry P. White.,
uc1.31822031143704,1969,BK,book,"Ceramic nuclear fuels; [proceedings of the] international symposium, May 3-8, 1969, Washington, D.C., sponsored by the Nuclear Division of the American Ceramic Society. Edited by Owen L. Kruger [and] Alexis I. Kaznoff",
uva.x000129338,1974,BK,book,Challenge of youth / Friedrich Heer ; [translated from the German by Geoffrey Skelton ; picture research by Gun Brinson].,
umn.31951001836141j,1974,BK,book,Challenge of youth / Friedrich Heer ; [translated from the German by Geoffrey Skelton ; picture research by Gun Brinson].,
uiug.30112107183425,1961,BK,book,"Championship debating; West Point national debate tournament, final-round debates and critiques, 1949-60. Edited by: Russel R. Windes [and] Arthur N. Kruger.",
uc1.x28662,1959,BK,book,Characteristics of browning enzymes in Fay Elberta freestone peaches.,
uiug.30112122615096,1980,BK,book,Characteristics of shotgun shells used for hunting ducks in Illinois / William L. Anderson.,
uc1.x28526,1961,BK,book,Characteristics of the polyphenoloxidase system in browning of Bartlett pears.,
uc1.b4347320,1975,BK,book,Chasin' the Trane : the music and mystique of John Coltrane / J. C. Thomas.,(copy 1)
mdp.39015064146387,1976,BK,book,Chasin' the Trane : the music and mystique of John Coltrane / J.C. Thomas.,
mdp.39015019053704,1979,BK,book,"China notebook, 1975-1978 / Jan Myrdal ; photos. by Gun Kessle ; translated from the Swedish by Rolf vom Dorp.",
mdp.39015008805841,1970,BK,book,China: the revolution continued / [by] Jan Myrdal and Gun Kessle. Translated from the rev. Swedish ed. by Paul Britten Austin.,
uc1.$b592505,1970,BK,book,China: the revolution continued / [by] Jan Myrdal and Gun Kessle. Translated from the rev. Swedish ed. by Paul Britten Austin.,
ien.35556002084887,1970,BK,book,China: the revolution continued / [by] Jan Myrdal and Gun Kessle. Translated from the rev. Swedish ed. by Paul Britten Austin.,
mdp.39015002628660,1965,BK,book,"Chinese journey / Photos, by Gun Kessle. Text by Jan Myrdal.",
mdp.39015070418143,1965,BK,book,"Chinese journey / Photos, by Gun Kessle. Text by Jan Myrdal.",cop.2
uc1.31822014407787,1970,BK,book,"Church silver of Colonial Virginia. An exhibition organized by the Virginia Museum, February 2-March 8, 1970; [catalogue. George A. Cruger, ed",
wu.89065991861,1974,BK,book,"Churches on Cape Cod / by Marion Rawson Vuilleumier ; ill., Pierre Du Pont Vuilleumier.",
pst.000051340674,1955,BK,book,Churchill's shotgun book : a guide to the successful use of the smooth-bored game gun / by Robert Churchill ; foreword by MacDonald Hastings.,
uva.x000748355,1969,BK,book,"Civil War battles in Winchester and Frederick County, Virginia, 1861-1865.",
mdp.39076006566942,1962,BK,book,"Civil War guns; the complete story of Federal and Confederate small arms: design, manufacture, identification, procurement, issue, employment, effectiveness, and postwar disposal.",
mdp.39015001659252,1941,BK,book,"Clara Barton, daughter of destiny / by Blanche Colton Williams ... 31 illustrations.",
uc1.b4087783,1941,BK,book,"Clara Barton, daughter of destiny / by Blanche Colton Williams ... 31 illustrations.",
uva.x006029424,1975,BK,book,Climate and the affairs of men / Nels Winkless III and Iben Browning.,
inu.39000008104528,1975,BK,book,Climate and the affairs of men / Nels Winkless III and Iben Browning.,
nnc2.ark:/13960/t0zp8q55r,1939,BK,book,Co-operation with thirty countries : why how where : the international service of the North American Young Men's Christian Associations / by E.T. Colton.,
uc1.b4415070,1969,BK,book,"Collective bargaining in the public service. Edited by Daniel H. Kruger [and] Charles T. Schmidt, Jr.",
mdp.39015065682877,1969,BK,book,"Collective bargaining in the public service. Edited by Daniel H. Kruger [and] Charles T. Schmidt, Jr.",
inu.39000005874727,1961,BK,book,Collectors & collections : the Antiques anniversary book  / Edited by Alice Winchester and the staff of Antiques magazine.,
uva.x006119640,1979,BK,book,"Colleen Browning : recent paintings. From January 31 to February 17, 1979.",
mdp.35128000300036,1975,BK,book,"College professoring : or, Through academia with gun and camera / by Oliver P. Kolstoe ; illustrated by Don Paul Benjamin.",
mdp.39015007213559,1964,BK,book,Colonial grandeur in Philadelphia; the house and furniture of General John Cadwalader / by Nicholas B. Wainwright. Foreword by Henry Francis du Pont.,
mdp.39015034657364,1959,BK,book,"Colt : a collection of letters and photographs about the man, the arms, the company.",
mdp.39076002227879,1950,BK,book,Colt of destiny : a story of the California missions / by Alida Malkus ; illustrations by Manning de V. Lee.,
wu.89031312499,1956,BK,book,"Colt sense, colt training / by Bob A. Carson.",
uc1.31822001316520,1956,BK,book,"Colton : the Spanish fringe, 1772-1873 / by Clark Harding Jones.  The August 1956 newsletter of the Archeological Survey Association of Southern California. Report of Museum Association activities",
mdp.39076005084988,1936,BK,book,Colts of Pegasus / compiled and edited by Frances Coffin Boaz; Beth Whatley Robertson: preface; Mary Eleanor Witherspoon: jacket design.,
mdp.39015016757042,1960,BK,book,Column south: with the Fifteenth Pennsylvania Cavalry from Antietam to the capture of Jefferson Davis / Compiled by Suzanne Colton Wilson. Edited by J. Ferrell Colton and Antoinette G. Smith. Drawings by Barton A. Wright.,
mdp.39015020751874,1979,BK,book,"Commissars, commanders, and civilian authority : the structure of Soviet military politics / Timothy J. Colton.",
uiug.30112129280407,1946,BK,book,Commonsense shotgun shooting with Fred Etchen; an introduction by Nash Buckingham.,
pst.000018146783,1970,BK,book,"Complete book of the air gun / [by] George C. Nonte, Jr.",
wu.89102032919,1937,BK,book,"Complete guide to handloading; a treatise on handloading for pleasure, economy, and utility, by Philip B. Sharpe.",
nyp.33433008594230,1940,BK,book,"Complete tactics, infantry rifle battalion; consisting of the entire new infantry field manual (FM 7-5) together with the tactical portions of new basic field manuals on individual infantry weapons and the new tables of organization.",
mdp.39015009054944,1979,BK,book,Concealed weapons and firearms laws.,
uva.x000221440,1969,BK,book,Concerning Vatican Council II  / by Karl Rahner; translated by Karl-H. and Boniface Kruger.,v.6
uva.x000412545,1969,BK,book,Concerning Vatican Council II  / by Karl Rahner; translated by Karl-H. and Boniface Kruger.,v.6
coo.31924003565391,1952,BK,book,"Contributions of browning research to ration item stability; a conference on the status of browning reaction research and a review of its contributions to stabilized packaged rations, held 1 February 1952 at the Quartermaster Food and Container Institute for the Armed Forces, Chicago, Illinois, Rese",
cub.p102320907002,1953,BK,book,Corporate finance : principles and practice / Editors: Herbert Arkin [and] Raymond R. Colton.,
uiug.30112060748354,1965,BK,book,"County government in North Carolina, by Robert G. Byrd [and others] George A. Coltrane, editor.",
chi.20873023,1969,BK,book,"Crooked trails, written and illustrated by Frederic Remington.",
uc1.32106001059697,1976,BK,book,Current perspectives in Latin American urban research : [papers] / edited by Alejandro Portes and Harley L. Browning.,
txu.059173026798095,1976,BK,book,Current perspectives in Latin American urban research : [papers] / edited by Alejandro Portes and Harley L. Browning.,
txu.059173026798109,1976,BK,book,Current perspectives in Latin American urban research : [papers] / edited by Alejandro Portes and Harley L. Browning.,
rul.39030016346092,1955,BK,book,Custom built rifles.,
uc1.b4931236,1979,BK,book,"David Garrick, a critical biography / by George Winchester Stone, Jr. and George M. Kahrl.",
mdp.49015000876483,1979,BK,book,"David Garrick, a critical biography / by George Winchester Stone, Jr. and George M. Kahrl.",
mdp.39015007702809,1961,BK,book,"David Garrick, director / [by] Kalman A. Burnim. With a foreword by Geo. Winchester Stone, Jr.",
mdp.39015005266211,1961,BK,book,"David Garrick, director / with a foreword by Geo. Winchester Stone, Jr.",
uc1.32106001686234,1961,BK,book,"David Garrick, director / with a foreword by Geo. Winchester Stone, Jr.",
mdp.39015010530692,1968,BK,book,De Staël Du Pont letters; correspondence of Madame de Staël and Pierre Samuel Du Pont de Nemours and of other members of the Necker and Du Pont families / Edited and translated by James F. Marshall.,
uc1.$b713439,1968,BK,book,De Staël Du Pont letters; correspondence of Madame de Staël and Pierre Samuel Du Pont de Nemours and of other members of the Necker and Du Pont families / Edited and translated by James F. Marshall.,
mdp.39015012886456,1970,BK,book,"Dear John, dear Coltrane / poems by Michael S. Harper.",
uiug.30112014285180,1970,BK,book,Dearest Isa; Robert Browning's letters to Isabella Blagden. Edited and with an introd. by Edward C. McAleer.,
pst.000027679418,1973,BK,book,Deer hunting : tactics and guns for hunting all North American deer.,
coo.31924000572879,1976,BK,book,"Deer production in the United States, 1969-1973 : analysis and interpretation of data relating to deer and deer hunters, including pre- and post-hunt estimates by species, bow and firearms hunter numbers, and the dollar value of the deer meat taken in all of the 50 states / by Sidney W. Wilcox.",
wu.89091239095,1978,BK,book,Deletion mutants in the region of the origin of replication of bacteriophage lambda : construction and functional analysis / by Kelly Kruger.,
mdp.39015004741776,1939,BK,book,"Deplorable and impious homicide committed by Guido Franceschini against Pietro Comparini, Violante Comparini and Pompilia their accredited daughter / translated by E.H. Yarrill...with an introduction by William O. Raymond...Being Baylor University's Browning interests, series eleven.",no.11
uc1.c2933178,1958,BK,book,Design and control of strip-beam electron guns / by Kenneth Charles Tucker.,
uiug.30112106609701,1970,BK,book,"Developing the critical combat performance required of the infantry rifle platoon leader, by Frank L. Brown and T.O. Jacobs.",70-5 (Apr. 1970)
uc1.31822031033350,1967,BK,book,Devil man with a gun / by Art H. Watson,
mdp.39015046287382,1978,BK,book,Dictionary of twentieth century Italian violin makers / by Marlin Brinser.,
wu.89093697647,1941,BK,book,Differences in Marlins based on weights and measurements / J.T. Nichols and Francesca R. LaMonte.,
