htid,year,stratum,title,reason
uc1.b4211270,1955,book,"The Prevention of disease in everyday practice, by Isadore Givner and Maurice Bruger and contributors.",book: no firearm word or gun-context brand in title
umn.31951000170351z,1979,book,"The Use and potential of aquatic species for wastewater treatment. Appendix B, The environmental requirements of fish / by John Colt [and others] ; project officer, Cecil Martin.",book: brand name with no gun context (poet/painter/place/horse)
uc1.$b364395,1975,book,"The Winchester Psalter : iconographic sources and themes of the Virgin Mary, kingship and law / by Carol Uhlig Crown.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015001215592,1973,book,"The Winchester troper, from mss. of the Xth and XIth centuries; with other documents illustrating the history of tropes in England and France / Edited by Walter Howard Frere. London, 1894. -",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015014375060,1976,book,The acts of King Arthur and his noble knights : from the Winchester manuscripts of Thomas Malory and other sources / by John Steinbeck ; edited by Chase Horton.,book: brand name with no gun context (poet/painter/place/horse)
inu.30000111968255,1963,book,The angeleno / by John Winchester Stuart.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015006765534,1973,book,The art of retouching / by Burrows & Colton. [Rev. by] J. P. Ourdan.,book: no firearm word or gun-context brand in title
mdp.39015040642988,1970,book,The attitudes of rhetoric / [by] Winston Weathers [and] Otis Winchester.,book: brand name with no gun context (poet/painter/place/horse)
uc1.31822009409541,1967,book,The basaltic cinder cones and lava flows of the San Francisco Mountain volcanic field / Harold S. Colton,book: no firearm word or gun-context brand in title
uiug.30112074022978,1976,book,The basics of practical parenting / Ken Marlin.,book: brand name with no gun context (poet/painter/place/horse)
uiug.30112053091143,1942,book,The best of Browning. Edited with notes by William Hudson Rogers.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b000736269,1942,book,The best of Browning. Edited with notes by William Hudson Rogers.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4099079,1960,book,The blind colt / Written & illustrated by Glen Rounds.,book: brand name with no gun context (poet/painter/place/horse)
umn.31951000888728r,1961,book,The blind colt / written and illustrated by Glen Rounds.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015027559338,1950,book,The blood bay colt / Walter Farley ; illustrated by Milton Menasco.,book: brand name with no gun context (poet/painter/place/horse)
uva.x000842984,1950,book,The blood bay colt / Walter Farley ; illustrated by Milton Menasco.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015003627083,1974,book,"The book, the ring, & the poet; a biography of Robert Browning / [by] William Irvine & Park Honan.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015002304676,1957,book,The bow and the lyre: The art of Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015016819545,1966,book,The bronze world of Frederic Remington / Bruce Wear.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924002841470,1963,book,The browning reaction in potato chip production and the role of sulphur dioxide in its control.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924003032293,1955,book,The browning reaction in potato chips.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015005295178,1979,book,The collected writings of Frederic Remington / edited by Peggy and Harold Samuels ; illustrated by Frederic Remington.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015008607585,1973,book,The company state; Ralph Nader's study group report on DuPont in Delaware / by James Phelan & Robert Pozen.,book: no firearm word or gun-context brand in title
uc1.b4438177,1973,book,The company state; Ralph Nader's study group report on DuPont in Delaware / by James Phelan & Robert Pozen.,book: no firearm word or gun-context brand in title
